504	0
505	3
506	0
507	3
508	1
509	5
510	3
511	1
512	2
513	7
514	0
515	0
516	6
517	1
518	0
519	2
520	0
521	1
522	4
523	0
524	1
525	0
526	2
527	0
528	1
529	3
530	2
531	4
532	2
533	0
534	0
535	2
536	1
537	1
538	5
539	2
540	1
541	0
542	1
543	0
544	2
545	1
546	0
547	0
548	0
549	2
550	4
551	3
552	2
553	0
554	1
555	0
556	1
557	1
558	0
559	0
560	3
561	0
562	1
563	0
564	0
565	7
566	1
567	1
568	2
569	3
570	3
571	0
572	0
573	3
574	5
575	4
576	0
577	0
578	0
579	2
580	0
581	2
582	5
583	2
584	6
585	1
586	2
587	5
588	0
589	5
590	0
591	0
592	7
593	1
594	0
595	7
596	2
597	3
598	0
599	1
600	1
601	7
602	0
603	3
604	0
605	2
606	1
607	0
608	1
609	0
610	6
611	5
612	3
613	2
614	3
615	0
616	1
617	2
618	0
619	0
620	4
621	3
622	5
623	1
624	2
625	4
626	3
627	4
628	2
629	2
630	2
631	1
632	0
633	0
634	1
635	0
636	4
637	2
638	4
639	5
640	3
641	4
642	2
643	5
644	1
645	1
646	4
647	7
648	2
649	2
650	1
651	3
652	1
653	0
654	2
655	0
656	1
657	4
658	1
659	4
660	0
661	4
662	0
663	0
664	3
665	0
666	4
667	0
668	1
669	2
670	0
671	6
672	0
673	2
674	2
675	3
676	5
677	1
678	1
679	5
680	9
681	3
682	2
683	1
684	3
685	1
686	6
687	4
688	3
689	2
690	0
691	2
692	0
693	0
694	0
695	0
696	0
697	1
698	7
699	0
700	0
701	3
702	3
703	7
704	0
705	3
706	10
707	3
708	7
709	4
710	7
711	4
712	1
713	1
714	1
715	0
716	3
717	2
718	0
719	2
720	1
721	1
722	2
723	6
724	1
725	3
726	4
727	2
728	4
729	7
730	4
731	4
732	2
733	4
734	3
735	1
736	1
737	4
738	2
739	1
740	1
741	0
742	2
743	8
744	3
745	2
746	2
747	2
748	2
749	4
750	0
751	8
752	0
753	4
754	1
755	3
756	2
757	5
758	0
759	0
760	0
761	4
762	5
763	0
764	5
765	6
766	0
767	0
768	0
769	5
770	0
771	5
772	1
773	4
774	2
775	2
776	1
777	1
778	0
779	2
780	1
781	3
782	5
783	1
784	1
785	3
786	0
787	0
788	1
789	2
790	2
791	3
792	0
793	0
794	5
795	0
796	0
797	0
798	3
799	1
800	2
801	0
802	1
803	0
804	0
805	1
806	1
807	4
808	3
809	1
810	4
811	2
812	2
813	3
814	0
815	0
816	0
817	0
818	0
819	4
820	4
821	1
822	4
823	0
824	2
825	3
826	0
827	0
828	3
829	0
830	2
831	1
832	1
833	2
834	2
835	5
836	3
837	3
838	4
839	0
840	0
841	1
842	0
843	6
844	3
845	0
846	0
847	4
848	0
849	1
850	1
851	1
852	4
853	3
854	0
855	0
856	4
857	0
858	0
859	2
860	4
861	6
862	2
863	1
864	6
865	2
866	2
867	0
868	0
869	0
870	1
871	0
872	0
873	1
874	0
875	0
876	0
877	0
878	3
879	1
880	3
881	8
882	4
883	3
884	1
885	1
886	2
887	1
888	3
889	1
890	4
891	6
892	1
893	1
894	4
895	4
896	4
897	2
898	0
899	0
900	0
901	0
902	0
903	3
904	1
905	4
906	2
907	3
908	1
909	1
910	0
911	1
912	0
913	0
914	0
915	3
916	3
917	1
918	0
919	0
920	0
921	1
922	4
923	3
924	2
925	4
926	3
927	3
928	4
929	0
930	0
931	1
932	0
933	0
934	1
935	5
936	2
937	1
938	4
939	4
940	0
941	0
942	0
943	0
944	5
945	2
946	6
947	5
948	4
949	5
950	2
951	2
952	3
953	3
954	5
955	3
956	1
957	2
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	1
966	2
967	0
968	0
969	0
970	0
971	2
972	0
973	0
974	1
975	1
976	5
977	2
978	3
979	3
980	2
981	2
982	0
983	0
984	0
985	2
986	0
987	0
988	0
989	9
990	0
991	0
992	5
993	0
994	0
995	4
996	0
997	3
998	0
999	0
